SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Artamella viridis,White-headed Vanga,whhvan1,species,19234.0,WHVA,ARVI,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Xenopirostris polleni,Pollen's Vanga,polvan1,species,19237.0,POVA,XEPO,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Xenopirostris xenopirostris,Lafresnaye's Vanga,lafvan1,species,19238.0,LAVA,XEXE,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Xenopirostris damii,Van Dam's Vanga,vadvan1,species,19239.0,VDVA,XEDA,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Pityriasis gymnocephala,Bornean Bristlehead,borbri1,species,19241.0,BOBR,PIGY,,Passeriformes,Bristlehead,Pityriasidae,,,,pityri1
Aegithina tiphia,Common Iora,comior1,species,19242.0,COIO,AETI,,Passeriformes,Ioras,Aegithinidae,,,,aegith1
Aegithina nigrolutea,White-tailed Iora,whtior1,species,19254.0,MAIO WTI WTIO,AENI,,Passeriformes,Ioras,Aegithinidae,,,,aegith1
Aegithina viridissima,Green Iora,greior2,species,19256.0,GRIO,AEVI,,Passeriformes,Ioras,Aegithinidae,,,,aegith1
Aegithina lafresnayei,Great Iora,greior1,species,19259.0,GRIO,AELA,,Passeriformes,Ioras,Aegithinidae,,,,aegith1
Nilaus afer,Brubru,brubru1,species,19263.0,BRUB,NIAF,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Dryoscopus gambensis,Northern Puffback,norpuf1,species,19273.0,NOPU,DRGA,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Dryoscopus pringlii,Pringle's Puffback,pripuf1,species,19278.0,PRPU,DRPR,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Dryoscopus cubla,Black-backed Puffback,blbpuf2,species,19279.0,BBPU,DRCU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Dryoscopus senegalensis,Red-eyed Puffback,reepuf1,species,19285.0,REPU,DRSE,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Dryoscopus angolensis,Pink-footed Puffback,pifpuf1,species,19286.0,PFPU,DRAN,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Dryoscopus sabini,Sabine's Puffback,labpuf1,species,19290.0,SAPU,DRSA,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Tchagra minutus,Marsh Tchagra,martch2,species,19294.0,MATC,TCMI,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Tchagra senegalus,Black-crowned Tchagra,bkctch1,species,19299.0,BCTC,TCSE,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Tchagra australis,Brown-crowned Tchagra,brctch1,species,19311.0,BCTC,TCAU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Tchagra jamesi,Three-streaked Tchagra,thstch1,species,19321.0,TSTC,TCJA,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Tchagra tchagra,Southern Tchagra,soutch1,species,19324.0,SOTC,TCTC,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius ruficeps,Red-naped Bushshrike,renbus1,species,19329.0,RNBU RNBS,LARU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius nigerrimus,Coastal Boubou,sombou1,species,19333.0,BLBO COBO MABO,LANI,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius luehderi,Lühder's Bushshrike,luebus1,species,19334.0,LBSH LUBS LÜBS LÜBU LUBU,LALU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius brauni,Braun's Bushshrike,brabus1,species,19335.0,BRBU BBSH BRBS,LABR,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius amboimensis,Gabela Bushshrike,gabbus1,species,19336.0,GABU GBSH GABS,LAAM,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius turatii,Turati's Boubou,turbou1,species,19337.0,TUBO,LATU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius aethiopicus,Ethiopian Boubou,trobou2,species,19338.0,ETBO TB,LAAE,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius major,Tropical Boubou,trobou1,species,19339.0,TRBO TB,LAMA,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius sublacteus,Zanzibar Boubou,zanbou1,species,19344.0,ZABO ECBO,LASU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius bicolor,Gabon Boubou,gabbou1,species,19345.0,SWBO GABO,LABI,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius ferrugineus,Southern Boubou,soubou1,species,19350.0,SOBO,LAFE,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius barbarus,Yellow-crowned Gonolek,comgon1,species,19357.0,YCGO,LABA,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius erythrogaster,Black-headed Gonolek,blhgon1,species,19360.0,BHGO,LAER,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius atrococcineus,Crimson-breasted Gonolek,crbgon1,species,19361.0,CBGO CBSH,LAAT,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius mufumbiri,Papyrus Gonolek,papgon1,species,19362.0,PAGO,LAMU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius atroflavus,Yellow-breasted Boubou,yebbou1,species,19363.0,YBBO,LAAT,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius funebris,Slate-colored Boubou,slcbou1,species,19364.0,SCBO,LAFU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius leucorhynchus,Lowland Sooty Boubou,soobou1,species,19367.0,SOBO LSBO,LALE,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius willardi,Willard's Sooty Boubou,wisbou1,species,19368.0,MSB WSBO,LAWI,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius poensis,Western Boubou,mosbou1,species,19369.0,MSB WEBO MSBO,LAPO,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius holomelas,Albertine Boubou,mosbou4,species,19372.0,ASBO ALBO,LAHO,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Laniarius fuelleborni,Fülleborn's Boubou,fuebou1,species,19373.0,FÜBO FUBO,LAFU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Rhodophoneus cruentus,Rosy-patched Bushshrike,ropbus1,species,19377.0,RPBS RPBU,RHCR,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Telophorus zeylonus,Bokmakierie,bokmak1,species,19382.0,BOKM,TEZE,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Telophorus bocagei,Gray-green Bushshrike,gygbus1,species,19388.0,BOBS GGBU BBSH BOBU,TEBO,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Telophorus sulfureopectus,Sulphur-breasted Bushshrike,subbus1,species,19391.0,SBBU OBBS OBBU,TESU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Telophorus olivaceus,Olive Bushshrike,olibus1,species,19394.0,OBSH OLBU OLBS,TEOL,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Telophorus multicolor,Many-colored Bushshrike,macbus2,species,19400.0,MCBU MCBS,TEMU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Telophorus nigrifrons,Black-fronted Bushshrike,blfbus1,species,19404.0,BFBU BFBS,TENI,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Telophorus kupeensis,Mount Kupe Bushshrike,mtkbus1,species,19408.0,MKBU MKBS,TEKU,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Telophorus viridis,Four-colored Bushshrike,focbus2,species,19409.0,FCBU GOBS GBSH GOBU,TEVI,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Telophorus dohertyi,Doherty's Bushshrike,dohbus1,species,19415.0,DBSH DOBS DOBU,TEDO,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Malaconotus cruentus,Fiery-breasted Bushshrike,fibbus1,species,19416.0,FBBS FBBU,MACR,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Malaconotus lagdeni,Lagden's Bushshrike,lagbus1,species,19417.0,LBSH LABS LABU,MALA,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Malaconotus gladiator,Green-breasted Bushshrike,grbbus1,species,19420.0,GBBS GBBU,MAGL,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Malaconotus blanchoti,Gray-headed Bushshrike,gyhbus1,species,19421.0,GHBU GHBS,MABL,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Malaconotus monteiri,Monteiro's Bushshrike,monbus1,species,19429.0,MOBU MBSH MOBS,MAMO,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Malaconotus alius,Uluguru Bushshrike,ulubus1,species,19432.0,ULBU UBSH ULBS,MAAL,,Passeriformes,Bushshrikes and Allies,Malaconotidae,,,,malaco2
Chaetorhynchus papuensis,Drongo Fantail,papdro1,species,19434.0,DRFA,CHPA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Eutrichomyias rowleyi,Cerulean Flycatcher,cepfly1,species,19435.0,CPFL CEFL CEPF,EURO,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Lamprolia victoriae,Taveuni Silktail,silkta2,species,19436.0,TASI,LAVI,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Lamprolia klinesmithi,Natewa Silktail,silkta3,species,19437.0,NASI,LAKL,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura atra,Black Fantail,blafan1,species,19438.0,BLFA,RHAT,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura nigrocinnamomea,Black-and-cinnamon Fantail,bacfan1,species,19441.0,BACF,RHNI,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura superciliaris,Mindanao Blue-Fantail,blufan1,species,19444.0,MIBF MBFA,RHSU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura samarensis,Visayan Blue-Fantail,visblf1,species,19447.0,VBFA VIBF,RHSA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura sauli,Tablas Fantail,tabfan1,species,19448.0,TAFA,RHSA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura albiventris,Visayan Fantail,visfan1,species,19449.0,VIFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura cyaniceps,Blue-headed Fantail,blhfan1,species,19450.0,BHFA,RHCY,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura perlata,Spotted Fantail,spofan1,species,19453.0,SPFA,RHPE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura fuscorufa,Cinnamon-tailed Fantail,citfan1,species,19454.0,CTFA,RHFU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura cockerelli,Cockerell's Fantail,whwfan1,species,19455.0,COFA WWGF,RHCO,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura rufiventris,Northern Fantail,norfan1,species,19464.0,NOFA NFSP,RHRU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura diluta,Brown-capped Fantail,brcfan1,species,19488.0,BCFA,RHDI,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura threnothorax,Sooty Thicket-Fantail,sotfan1,species,19491.0,SOTF STFA,RHTH,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura maculipectus,Black Thicket-Fantail,bltfan1,species,19494.0,BTFA BLTF,RHMA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura leucothorax,White-bellied Thicket-Fantail,wbtfan1,species,19495.0,WBTF,RHLE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura leucophrys,Willie-wagtail,wilwag1,species,19498.0,WIWA,RHLE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura javanica,Malaysian Pied-Fantail,piefan1,species,19502.0,MAPF SPFA MPFA,RHJA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura nigritorquis,Philippine Pied-Fantail,phipif1,species,19505.0,PPFA PHPF,RHNI,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura albicollis,White-throated Fantail,whtfan1,species,19506.0,WTFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura albogularis,Spot-breasted Fantail,spbfan1,species,19516.0,SBFA SBF WSFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura phoenicura,Rufous-tailed Fantail,rutfan1,species,19521.0,RTFA,RHPH,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura euryura,White-bellied Fantail,whbfan1,species,19522.0,WBFA,RHEU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura aureola,White-browed Fantail,whbfan2,species,19523.0,WBFA,RHAU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura rufidorsa,Rufous-backed Fantail,rubfan1,species,19529.0,RBFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura brachyrhyncha,Dimorphic Fantail,dimfan1,species,19533.0,DIFA,RHBR,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura dahli,Bismarck Fantail,bisfan1,species,19534.0,BIFA,RHDA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura matthiae,Mussau Fantail,matfan1,species,19537.0,MUFA,RHMA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura malaitae,Malaita Fantail,malfan1,species,19538.0,MAFA,RHMA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura teysmanni,Sulawesi Fantail,rubfan2,species,19539.0,SUFA RBF,RHTE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura habibiei,Peleng Fantail,pelfan1,species,19542.0,PEFA PF,RHHA,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura sulaensis,Taliabu Fantail,rubfan3,species,19543.0,TAFA RBF,RHSU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura superflua,Tawny-backed Fantail,cibfan1,species,19544.0,TBFA,RHSU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura dedemi,Streak-breasted Fantail,stbfan1,species,19545.0,SBFA,RHDE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura opistherythra,Long-tailed Fantail,lotfan1,species,19546.0,LTFA,RHOP,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura lepida,Palau Fantail,palfan1,species,19547.0,PAFA,RHLE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura semirubra,Manus Fantail,manfan2,species,19548.0,MAFA,RHSE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura rufifrons,Rufous Fantail,ruffan1,species,19549.0,RUFA RFFA,RHRU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura dryas,Arafura Fantail,arafan1,species,19573.0,ARFA,RHDR,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura kubaryi,Pohnpei Fantail,pohfan1,species,19586.0,POFA,RHKU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura albolimbata,Friendly Fantail,frifan1,species,19587.0,FRFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura hyperythra,Chestnut-bellied Fantail,chbfan1,species,19590.0,CBFA,RHHY,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura drownei,Brown Fantail,brofan1,species,19594.0,BRFA BOFA,RHDR,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura verreauxi,Streaked Fantail,strfan1,species,19597.0,STFA SFSP,RHVE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura tenebrosa,Dusky Fantail,dusfan1,species,19604.0,DUFA MAFA,RHTE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura rennelliana,Rennell Fantail,renfan1,species,19605.0,REFA,RHRE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura personata,Kadavu Fantail,kanfan1,species,19606.0,KAFA,RHPE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura nebulosa,Samoan Fantail,samfan1,species,19607.0,SAFA,RHNE,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura albiscapa,Gray Fantail,gryfan1,species,19610.0,GRFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura phasiana,Mangrove Fantail,manfan1,species,19620.0,MAFA MGFA,RHPH,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Rhipidura fuliginosa,New Zealand Fantail,nezfan1,species,19621.0,NZFA,RHFU,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Dicrurus occidentalis,Western Square-tailed Drongo,wstdro1,species,19627.0,WSTD STD,DIOC,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus sharpei,Sharpe's Drongo,shadro1,species,19628.0,SHDR STD,DISH,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus ludwigii,Common Square-tailed Drongo,cstdro1,species,19629.0,STDR STD CSTD,DILU,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus atripennis,Shining Drongo,shidro1,species,19635.0,SHDR,DIAT,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus adsimilis,Fork-tailed Drongo,fotdro5,species,19636.0,FTDR FTD,DIAD,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus divaricatus,Glossy-backed Drongo,fotdro4,species,19642.0,GBDR FTD,DIDI,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus atactus,Fanti Drongo,vemdro5,species,19646.0,VMD FADR,DIAT,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus modestus,Velvet-mantled Drongo,vemdro6,species,19647.0,VMD VMDR,DIMO,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus aldabranus,Aldabra Drongo,alddro1,species,19651.0,ALDR,DIAL,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus fuscipennis,Comoro Drongo,comdro1,species,19652.0,CODR GCDR,DIFU,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus forficatus,Crested Drongo,credro1,species,19653.0,CRDR,DIFO,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus waldenii,Mayotte Drongo,maydro1,species,19656.0,MADR,DIWA,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus macrocercus,Black Drongo,bladro1,species,19657.0,BLDR,DIMA,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus leucophaeus,Ashy Drongo,ashdro1,species,19665.0,ASDR,DILE,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus caerulescens,White-bellied Drongo,whbdro1,species,19685.0,WBDR,DICA,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus annectens,Crow-billed Drongo,crbdro1,species,19690.0,CBDR,DIAN,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus aeneus,Bronzed Drongo,brodro1,species,19691.0,BRDR,DIAE,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus remifer,Lesser Racket-tailed Drongo,lrtdro1,species,19695.0,LRTD,DIRE,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus hottentottus,Hair-crested Drongo,hacdro1,species,19700.0,BCDR HCD HCDR HCTD,DIHO,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus balicassius,Balicassiao,balica1,species,19719.0,BCDR BALI,DIBA,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus montanus,Sulawesi Drongo,suldro1,species,19724.0,SUDR,DIMO,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus sumatranus,Sumatran Drongo,sumdro1,species,19725.0,SUDR,DISU,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus densus,Wallacean Drongo,waldro1,species,19728.0,WADR,DIDE,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus megarhynchus,Ribbon-tailed Drongo,ritdro1,species,19735.0,PADR RTDR,DIME,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus bracteatus,Spangled Drongo,spadro1,species,19736.0,SPDR ASDR,DIBR,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus menagei,Tablas Drongo,tabdro1,species,19750.0,TADR,DIME,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus andamanensis,Andaman Drongo,anddro1,species,19751.0,ANDR,DIAN,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus paradiseus,Greater Racket-tailed Drongo,grtdro1,species,19754.0,GRTD,DIPA,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Dicrurus lophorinus,Sri Lanka Drongo,srldro1,species,19769.0,SLDR,DILO,,Passeriformes,Drongos,Dicruridae,,,,dicrur1
Lycocorax pyrrhopterus,Paradise-crow,parcro1,species,19771.0,HAPC PACR HPCR,LYPY,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Phonygammus keraudrenii,Trumpet Manucode,truman1,species,19776.0,TRMA,PHKE,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Manucodia comrii,Curl-crested Manucode,cucman1,species,19786.0,CCMA,MACO,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Manucodia chalybatus,Crinkle-collared Manucode,crcman2,species,19789.0,CCMA,MACH,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Manucodia jobiensis,Jobi Manucode,jobman1,species,19790.0,JOMA,MAJO,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Manucodia ater,Glossy-mantled Manucode,glmman2,species,19791.0,GMMA,MAAT,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Pteridophora alberti,King-of-Saxony Bird-of-Paradise,kospar1,species,19796.0,KOSB,PTAL,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Parotia carolae,Carola's Parotia,carpar1,species,19797.0,CAPA QCPA,PACA,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Parotia berlepschi,Bronze Parotia,carpar3,species,19803.0,BRPA,PABE,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Parotia sefilata,Western Parotia,wespar1,species,19804.0,WEPA,PASE,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Parotia wahnesi,Wahnes's Parotia,wahpar1,species,19805.0,WAPA,PAWA,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Parotia lawesii,Lawes's Parotia,lawpar1,species,19806.0,LAPA,PALA,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Seleucidis melanoleucus,Twelve-wired Bird-of-Paradise,twwbop1,species,19809.0,TWBO,SEME,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Drepanornis albertisi,Black-billed Sicklebill,blbsic1,species,19812.0,BBSI,DRAL,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Drepanornis bruijnii,Pale-billed Sicklebill,pabsic1,species,19815.0,PBSI,DRBR,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Semioptera wallacii,Standardwing Bird-of-Paradise,walsta2,species,19816.0,STAN SBOP,SEWA,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Lophorina niedda,Vogelkop Lophorina,vosbop1,species,19819.0,VOLO CCLO SBOP,LONI,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Lophorina superba,Greater Lophorina,grsbop1,species,19822.0,SBOP GRLO,LOSU,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Lophorina minor,Lesser Lophorina,lesbop1,species,19826.0,SBOP LELO,LOMI,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Ptiloris paradiseus,Paradise Riflebird,parrif1,species,19827.0,PARI,PTPA,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Ptiloris victoriae,Victoria's Riflebird,vicrif1,species,19828.0,VIRI,PTVI,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Ptiloris magnificus,Magnificent Riflebird,magrif3,species,19829.0,MARI,PTMA,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Ptiloris intercedens,Growling Riflebird,magrif2,species,19832.0,GRRI,PTIN,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
